"DOTA_Tooltip_ability_imba_abaddon_death_coil"       "迷雾缠绕"
"DOTA_Tooltip_ability_imba_special_bonus_unique_invoker_5_Description"       "111"
"DOTA_Tooltip_ability_imba_special_bonus_unique_invoker_6_Description"       "111"
"DOTA_Tooltip_ability_imba_special_bonus_unique_invoker_7_Description"       "111"
"DOTA_Tooltip_ability_imba_special_bonus_unique_invoker_8_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_illuminate"       "冲击波"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_illuminate_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_illuminate_end"       "未定义"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_illuminate_end_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_blinding_light"       "致盲之光"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_blinding_light_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_chakra_magic"       "查克拉魔法"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_chakra_magic_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_recall"       "未定义"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_recall_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_spotlights_Description"       "111"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_will_o_wisp"       "未定义"
"DOTA_Tooltip_ability_imba_keeper_of_the_light_will_o_wisp_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_keeper_of_the_light_ignis_truesight_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_keeper_of_the_light_travelling_light_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_keeper_of_the_light_luminous_burster_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_keeper_of_the_light_flow_inhibition_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_keeper_of_the_light_pure_illuminate_Description"       "111"
"DOTA_Tooltip_ability_imba_leshrac_split_earth"       "撕裂大地"
"DOTA_Tooltip_ability_imba_leshrac_split_earth_Description"       "111"
"DOTA_Tooltip_ability_imba_leshrac_diabolic_edict"       "恶魔敕令"
"DOTA_Tooltip_ability_imba_leshrac_diabolic_edict_Description"       "111"
"DOTA_Tooltip_ability_imba_leshrac_lightning_storm"       "闪电风暴"
"DOTA_Tooltip_ability_imba_leshrac_lightning_storm_Description"       "111"
"DOTA_Tooltip_ability_imba_leshrac_pulse_nova"       "未定义"
"DOTA_Tooltip_ability_imba_leshrac_pulse_nova_Description"       "111"
"DOTA_Tooltip_ability_imba_leshrac_tormented_soul_form_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_empowered_split_earth_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_pulse_nova_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_lightning_storm_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_tormented_soul_form_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_pulse_nova_radius_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_diabolic_edict_explosions_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_tormented_soul_form_totalsteal_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_unique_imba_leshrac_pulse_nova_ese_threshold_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_rage"       "狂暴"
"DOTA_Tooltip_ability_imba_life_stealer_rage_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_rage_723_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_feast"       "盛宴"
"DOTA_Tooltip_ability_imba_life_stealer_feast_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_feast_723_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_open_wounds"       "未定义"
"DOTA_Tooltip_ability_imba_life_stealer_open_wounds_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_open_wounds_723_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_infest"       "感染"
"DOTA_Tooltip_ability_imba_life_stealer_infest_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_infest_723_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_assimilate_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_assimilate_eject_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_consume"       "未定义"
"DOTA_Tooltip_ability_imba_life_stealer_consume_Description"       "111"
"DOTA_Tooltip_ability_imba_life_stealer_control_Description"       "111"
"DOTA_Tooltip_ability_imba_luna_lucent_beam"       "月光"
"DOTA_Tooltip_ability_imba_luna_lucent_beam_Description"       "111"
"DOTA_Tooltip_ability_imba_luna_moon_glaive"       "月刃"
"DOTA_Tooltip_ability_imba_luna_moon_glaive_Description"       "111"
"DOTA_Tooltip_ability_imba_luna_lunar_blessing"       "月之祝福"
"DOTA_Tooltip_ability_imba_luna_lunar_blessing_Description"       "111"
"DOTA_Tooltip_ability_imba_luna_lunar_blessing_723_Description"       "111"
"DOTA_Tooltip_ability_imba_luna_eclipse"       "未定义"
"DOTA_Tooltip_ability_imba_luna_eclipse_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_luna_lucent_beam_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_malfurion_entrangling_roots_Description"       "111"
"DOTA_Tooltip_ability_imba_malfurion_rejuvenation_Description"       "111"
"DOTA_Tooltip_ability_imba_malfurion_mark_of_the_claw_Description"       "111"
"DOTA_Tooltip_ability_imba_malfurion_strength_of_the_wild_Description"       "111"
"DOTA_Tooltip_ability_imba_malfurion_living_tower_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_malfurion_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_malfurion_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_malfurion_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_malfurion_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_malfurion_5_Description"       "111"
"DOTA_Tooltip_ability_imba_mars_spear"       "战神迅矛"
"DOTA_Tooltip_ability_imba_mars_spear_Description"       "111"
"DOTA_Tooltip_ability_imba_mars_gods_rebuke"       "神之谴戒"
"DOTA_Tooltip_ability_imba_mars_gods_rebuke_Description"       "111"
"DOTA_Tooltip_ability_imba_mars_bulwark"       "护身甲盾"
"DOTA_Tooltip_ability_imba_mars_bulwark_Description"       "111"
"DOTA_Tooltip_ability_imba_mars_arena_of_blood"       "热血竞技场"
"DOTA_Tooltip_ability_imba_mars_arena_of_blood_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mars_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mars_2_Description"       "111"
"DOTA_Tooltip_ability_imba_medusa_split_shot"       "分裂箭"
"DOTA_Tooltip_ability_imba_medusa_split_shot_Description"       "111"
"DOTA_Tooltip_ability_imba_medusa_mystic_snake"       "秘术异蛇"
"DOTA_Tooltip_ability_imba_medusa_mystic_snake_Description"       "111"
"DOTA_Tooltip_ability_imba_medusa_mana_shield"       "魔法护盾"
"DOTA_Tooltip_ability_imba_medusa_mana_shield_Description"       "111"
"DOTA_Tooltip_ability_imba_medusa_stone_gaze"       "石化凝视"
"DOTA_Tooltip_ability_imba_medusa_stone_gaze_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mystic_snake_mana_steal_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_medusa_stone_gaze_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_medusa_extra_split_shot_targets_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_medusa_split_shot_modifiers_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_medusa_bonus_mana_Description"       "111"
"DOTA_Tooltip_ability_imba_monkey_king_true_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_naga_siren_mirror_image"       "镜像"
"DOTA_Tooltip_ability_imba_naga_siren_mirror_image_Description"       "111"
"DOTA_Tooltip_ability_imba_naga_siren_ensnare"       "未定义"
"DOTA_Tooltip_ability_imba_naga_siren_ensnare_Description"       "111"
"DOTA_Tooltip_ability_imba_naga_siren_rip_tide"       "激流"
"DOTA_Tooltip_ability_imba_naga_siren_rip_tide_Description"       "111"
"DOTA_Tooltip_ability_imba_naga_siren_song_of_the_siren"       "海妖之歌"
"DOTA_Tooltip_ability_imba_naga_siren_song_of_the_siren_Description"       "111"
"DOTA_Tooltip_ability_imba_naga_siren_song_of_the_siren_cancel"       "未定义"
"DOTA_Tooltip_ability_imba_naga_siren_song_of_the_siren_cancel_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_naga_siren_mirror_image_perfect_image_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_naga_siren_mirror_image_damage_taken_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_naga_siren_rip_tide_proc_chance_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_naga_siren_rip_tide_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_nian_frenzy_swipes_Description"       "111"
"DOTA_Tooltip_ability_imba_nian_crushing_leap_Description"       "111"
"DOTA_Tooltip_ability_imba_nian_tail_spin_Description"       "111"
"DOTA_Tooltip_ability_imba_nian_volcanic_burster_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nian_crushing_leap_cast_range_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nian_frenzy_swipes_upgrade_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nian_tail_spin_pierces_spell_immunity_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nian_crushing_leap_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_stalker_in_the_night_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_void"       "虚空"
"DOTA_Tooltip_ability_imba_night_stalker_void_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_crippling_fear"       "伤残恐惧"
"DOTA_Tooltip_ability_imba_night_stalker_crippling_fear_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_crippling_fear_720_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_hunter_in_the_night"       "暗夜猎影"
"DOTA_Tooltip_ability_imba_night_stalker_hunter_in_the_night_Description"       "111"
"DOTA_Tooltip_ability_imba_night_stalker_darkness"       "黑暗飞升"
"DOTA_Tooltip_ability_imba_night_stalker_darkness_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_night_stalker_10_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_fortunes_end"       "气运之末"
"DOTA_Tooltip_ability_imba_oracle_fortunes_end_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_fates_edict"       "命运敕令"
"DOTA_Tooltip_ability_imba_oracle_fates_edict_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_purifying_flames"       "涤罪之焰"
"DOTA_Tooltip_ability_imba_oracle_purifying_flames_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_alter_self_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_false_promise"       "虚妄之诺"
"DOTA_Tooltip_ability_imba_oracle_false_promise_Description"       "111"
"DOTA_Tooltip_ability_imba_oracle_false_promise_alter_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_oracle_fortunes_end_max_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_oracle_false_promise_invisibility_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_oracle_fates_edict_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_oracle_false_promise_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_oracle_purifying_flames_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_outworld_devourer_arcane_orb_Description"       "111"
"DOTA_Tooltip_ability_imba_outworld_devourer_astral_imprisonment_Description"       "111"
"DOTA_Tooltip_ability_imba_outworld_devourer_essence_flux_Description"       "111"
"DOTA_Tooltip_ability_imba_outworld_devourer_astral_imprisonment_movement_Description"       "111"
"DOTA_Tooltip_ability_imba_outworld_devourer_sanity_eclipse_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_outworld_devourer_sanity_eclipse_multiplier_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_outworld_devourer_arcane_orb_damage_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_lancer_spirit_lance"       "灵魂之矛"
"DOTA_Tooltip_ability_imba_phantom_lancer_spirit_lance_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_lancer_doppelwalk"       "神行百变"
"DOTA_Tooltip_ability_imba_phantom_lancer_doppelwalk_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_lancer_phantom_edge"       "幻影冲锋"
"DOTA_Tooltip_ability_imba_phantom_lancer_phantom_edge_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_lancer_sun_catcher_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_lancer_juxtapose"       "并列"
"DOTA_Tooltip_ability_imba_phantom_lancer_juxtapose_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_lancer_spirit_lance_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_lancer_phantom_edge_distance_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_lancer_juxtapose_illusions_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_lancer_doppelwalk_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_lancer_juxtapose_assault_delimiter_Description"       "111"
"DOTA_Tooltip_ability_imba_rattletrap_battery_assault"       "弹幕冲击"
"DOTA_Tooltip_ability_imba_rattletrap_battery_assault_Description"       "111"
"DOTA_Tooltip_ability_imba_rattletrap_power_cogs"       "能量齿轮"
"DOTA_Tooltip_ability_imba_rattletrap_power_cogs_Description"       "111"
"DOTA_Tooltip_ability_imba_rattletrap_rocket_flare"       "照明火箭"
"DOTA_Tooltip_ability_imba_rattletrap_rocket_flare_Description"       "111"
"DOTA_Tooltip_ability_imba_rattletrap_hookshot"       "发射钩爪"
"DOTA_Tooltip_ability_imba_rattletrap_hookshot_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_rocket_flare_truesight_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_battery_assault_interval_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_second_gear_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_power_cogs_push_length_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_battery_assault_aura_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rattletrap_rocket_flare_speed_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_smoke_screen"       "烟幕"
"DOTA_Tooltip_ability_imba_riki_smoke_screen_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_smoke_screen_723_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_blink_strike"       "闪烁突袭"
"DOTA_Tooltip_ability_imba_riki_blink_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_blink_strike_723_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_cloak_and_dagger_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_cloak_and_dagger_723_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_tricks_of_the_trade"       "未定义"
"DOTA_Tooltip_ability_imba_riki_tricks_of_the_trade_Description"       "111"
"DOTA_Tooltip_ability_imba_riki_tricks_of_the_trade_723_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_smokescreen_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_blink_strike_cast_range_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_cloak_and_dagger_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_tricks_of_the_trade_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_riki_cloak_and_dagger_invis_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_telekinesis"       "隔空取物"
"DOTA_Tooltip_ability_imba_rubick_telekinesis_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_fade_bolt"       "弱化能流"
"DOTA_Tooltip_ability_imba_rubick_fade_bolt_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_null_field_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_arcane_supremacy"       "未定义"
"DOTA_Tooltip_ability_imba_rubick_arcane_supremacy_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_spell_steal_controller_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_spellsteal_Description"       "111"
"DOTA_Tooltip_ability_imba_rubick_clandestine_librarian_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_fade_bolt_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_remnants_of_null_field_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_rubick_spell_steal_spell_amp_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_arcane_curse_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_glaives_of_wisdom"       "智慧之刃"
"DOTA_Tooltip_ability_imba_silencer_glaives_of_wisdom_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_last_word"       "遗言"
"DOTA_Tooltip_ability_imba_silencer_last_word_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_arcane_supremacy_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_global_silence"       "全领域静默"
"DOTA_Tooltip_ability_imba_silencer_global_silence_Description"       "111"
"DOTA_Tooltip_ability_imba_silencer_global_silence_v2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_silencer_arcane_curse_slow_Description"       "111"
"DOTA_Tooltip_ability_imba_slark_dark_pact"       "黑暗契约"
"DOTA_Tooltip_ability_imba_slark_dark_pact_Description"       "111"
"DOTA_Tooltip_ability_imba_slark_pounce"       "突袭"
"DOTA_Tooltip_ability_imba_slark_pounce_Description"       "111"
"DOTA_Tooltip_ability_imba_slark_essence_shift"       "能量转移"
"DOTA_Tooltip_ability_imba_slark_essence_shift_Description"       "111"
"DOTA_Tooltip_ability_imba_slark_shadow_dance"       "未定义"
"DOTA_Tooltip_ability_imba_slark_shadow_dance_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slark_pounce_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slark_dark_pact_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slark_shadow_dance_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slark_essence_shift_duration_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_demon_disruption"       "崩裂禁锢"
"DOTA_Tooltip_ability_imba_shadow_demon_disruption_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_demon_soul_catcher"       "散播"
"DOTA_Tooltip_ability_imba_shadow_demon_soul_catcher_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_demon_shadow_poison"       "暗影剧毒"
"DOTA_Tooltip_ability_imba_shadow_demon_shadow_poison_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_demon_shadow_poison_release"       "未定义"
"DOTA_Tooltip_ability_imba_shadow_demon_shadow_poison_release_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_demon_demonic_purge"       "未定义"
"DOTA_Tooltip_ability_imba_shadow_demon_demonic_purge_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_demon_shadow_poison_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_demon_shadow_poison_cd_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_demon_soul_catcher_cd_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_demon_demonic_purge_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_demon_disruption_charges_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_shaman_ether_shock"       "苍穹震击"
"DOTA_Tooltip_ability_imba_shadow_shaman_ether_shock_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_shaman_voodoo"       "妖术"
"DOTA_Tooltip_ability_imba_shadow_shaman_voodoo_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_shaman_shackles"       "枷锁"
"DOTA_Tooltip_ability_imba_shadow_shaman_shackles_Description"       "111"
"DOTA_Tooltip_ability_imba_shadow_shaman_mass_serpent_ward"       "群蛇守卫"
"DOTA_Tooltip_ability_imba_shadow_shaman_mass_serpent_ward_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_hex_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_wards_movement_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_shackles_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_ether_shock_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shadow_shaman_hex_parlor_tricks_Description"       "111"
"DOTA_Tooltip_ability_imba_snapfire_scatterblast"       "电光石火"
"DOTA_Tooltip_ability_imba_snapfire_scatterblast_Description"       "111"
"DOTA_Tooltip_ability_imba_snapfire_firesnap_cookie"       "龙炎饼干"
"DOTA_Tooltip_ability_imba_snapfire_firesnap_cookie_Description"       "111"
"DOTA_Tooltip_ability_imba_snapfire_lil_shredder"       "霹雳铁手"
"DOTA_Tooltip_ability_imba_snapfire_lil_shredder_Description"       "111"
"DOTA_Tooltip_ability_imba_snapfire_mortimer_kisses"       "蜥蜴绝吻"
"DOTA_Tooltip_ability_imba_snapfire_mortimer_kisses_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_snapfire_1_Description"       "111"
"DOTA_Tooltip_ability_imba_spectre_haunt"       "鬼影重重"
"DOTA_Tooltip_ability_imba_spectre_haunt_Description"       "111"
"DOTA_Tooltip_ability_imba_spectre_haunt_single"       "未定义"
"DOTA_Tooltip_ability_imba_spectre_haunt_single_Description"       "111"
"DOTA_Tooltip_ability_imba_spectre_reality"       "未定义"
"DOTA_Tooltip_ability_imba_spectre_reality_Description"       "111"
"DOTA_Tooltip_ability_imba_spirit_breaker_charge_of_darkness"       "暗影冲刺"
"DOTA_Tooltip_ability_imba_spirit_breaker_charge_of_darkness_Description"       "111"
"DOTA_Tooltip_ability_imba_spirit_breaker_bulldoze"       "威吓"
"DOTA_Tooltip_ability_imba_spirit_breaker_bulldoze_Description"       "111"
"DOTA_Tooltip_ability_imba_spirit_breaker_greater_bash"       "巨力重击"
"DOTA_Tooltip_ability_imba_spirit_breaker_greater_bash_Description"       "111"
"DOTA_Tooltip_ability_imba_spirit_breaker_nether_strike"       "未定义"
"DOTA_Tooltip_ability_imba_spirit_breaker_nether_strike_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_spirit_breaker_bulldoze_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_spirit_breaker_charge_speed_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_spirit_breaker_bash_chance_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_spirit_breaker_bonus_health_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_storm_bolt"       "风暴之拳"
"DOTA_Tooltip_ability_imba_sven_storm_bolt_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_great_cleave"       "巨力挥舞"
"DOTA_Tooltip_ability_imba_sven_great_cleave_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_warcry"       "战吼"
"DOTA_Tooltip_ability_imba_sven_warcry_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_warcry_723_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_gods_strength"       "神之力量"
"DOTA_Tooltip_ability_imba_sven_gods_strength_Description"       "111"
"DOTA_Tooltip_ability_imba_sven_colossal_slash_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sven_9_Description"       "111"
